1617311954.104607,1
1617311954.216420,6
1617311954.330592,13
1617311954.437938,19
1617311954.544513,19
1617311954.653507,20
1617311954.787246,19
1617311954.896952,19
1617311955.005007,19
1617311955.117108,19
1617311955.224042,20
1617311955.331255,19
1617311955.438821,20
1617311955.559344,18
1617311955.668014,19
1617311955.782650,19
1617311955.905736,20
1617311956.033834,18
1617311956.145491,16
1617311956.254986,3
1617311956.366370,8
1617311956.473573,7
1617311956.581253,7
1617311956.687524,7
1617311956.794677,8
1617311956.903261,9
1617311957.009600,8
1617311957.116829,9
1617311957.227721,9
1617311957.336225,8
1617311957.443569,8
1617311957.551471,10
1617311957.658669,9
1617311957.768063,9
1617311957.875159,10
1617311957.982336,10
1617311958.137121,10
1617311958.247838,11
1617311958.359856,17
1617311958.493870,16
1617311958.604427,10
1617311958.711043,12
1617311958.821173,13
1617311958.928997,14
1617311959.037007,11
1617311959.147870,11
1617311959.258251,12
1617311959.364562,12
1617311959.474258,12
1617311959.582104,12
1617311959.689471,13
1617311959.797821,11
1617311959.905309,11
1617311960.016569,12
1617311960.124293,12
1617311960.230414,13
1617311960.338385,13
1617311960.447495,13
1617311960.554633,13
1617311960.666319,13
1617311960.776338,13
1617311960.883381,13
1617311961.033486,13
1617311961.142852,13
1617311961.248841,14
1617311961.361000,15
1617311961.476252,15
1617311961.584682,14
1617311961.691820,15
1617311961.802698,15
1617311961.933878,19
1617311962.083218,18
1617311962.194542,14
1617311962.304107,13
1617311962.417698,14
1617311962.527134,15
1617311962.650262,5
1617311962.797077,8
1617311962.908424,6
1617311963.018558,8
1617311963.143981,7
1617311963.261983,5
1617311963.379666,6
1617311963.493686,8
1617311963.607228,8
1617311963.715730,7
1617311963.822647,6
1617311963.931044,7
1617311964.041244,7
1617311964.149414,8
1617311964.258965,9
1617311964.369548,9
1617311964.476886,8
1617311964.592694,9
1617311964.701663,8
1617311964.809345,9
1617311964.921682,8
1617311965.037023,9
1617311965.144058,9
1617311965.250188,10
1617311965.364634,9
1617311965.475051,10
1617311965.586158,10
1617311965.701876,10
1617311965.812044,11
1617311965.919501,10
1617311966.028660,12
1617311966.181015,10
1617311966.357289,12
1617311966.469375,18
1617311966.577579,18
1617311966.693814,15
1617311966.807378,13
1617311966.917519,13
1617311967.029404,13
1617311967.136294,12
1617311967.264666,11
1617311967.374048,12
1617311967.483076,12
1617311967.591113,12
1617311967.700883,13
1617311967.809045,13
1617311967.921654,13
1617311968.062691,13
1617311968.170679,12
1617311968.278570,13
1617311968.385524,13
1617311968.526498,13
1617311968.637271,13
1617311968.748262,14
1617311968.885374,13
1617311968.993338,14
1617311969.100576,14
1617311969.218319,14
1617311969.326052,14
1617311969.434885,14
1617311969.548078,15
1617311969.661987,14
1617311969.769589,16
1617311969.878641,16
1617311969.985542,16
1617311970.094712,20
1617311970.209877,19
1617311970.323166,17
1617311970.437386,15
1617311970.550490,15
1617311970.663722,11
1617311970.811945,5
1617311970.923871,7
1617311971.030034,7
1617311971.174280,7
1617311971.288449,9
1617311971.408001,9
1617311971.524425,7
1617311971.640830,7
1617311971.749809,7
1617311971.886525,7
1617311971.999002,8
1617311972.153771,9
1617311972.263014,9
1617311972.370507,8
1617311972.480927,8
1617311972.590392,9
1617311972.698376,9
1617311972.807253,10
1617311972.914897,9
1617311973.033493,9
1617311973.146022,10
1617311973.256213,10
1617311973.363947,9
1617311973.495936,10
1617311973.639227,10
1617311973.752706,10
1617311973.862626,11
1617311973.971905,10
1617311974.085444,11
1617311974.226951,11
1617311974.337820,11
1617311974.444411,13
1617311974.550853,12
1617311974.661674,19
1617311974.769979,19
1617311974.877447,12
1617311975.018055,13
1617311975.139832,12
1617311975.246238,12
1617311975.352554,12
1617311975.464349,13
1617311975.573029,14
1617311975.688815,13
1617311975.798041,14
1617311975.907031,13
1617311976.017964,12
1617311976.128623,13
1617311976.264229,14
1617311976.395028,14
1617311976.506165,13
1617311976.637564,14
1617311976.753289,14
1617311976.889663,14
1617311977.011795,14
1617311977.120466,14
1617311977.231336,15
1617311977.348809,14
1617311977.469255,15
1617311977.590371,15
1617311977.706053,15
1617311977.858340,16
1617311977.995047,17
1617311978.105097,17
1617311978.217253,15
1617311978.333156,19
1617311978.456870,17
1617311978.564890,15
1617311978.671806,15
1617311978.814139,12
1617311978.928091,6
1617311979.036916,6
1617311979.166887,6
1617311979.300096,8
1617311979.407013,8
1617311979.515735,8
1617311979.622999,9
1617311979.744595,7
1617311979.855135,8
1617311979.963109,7
1617311980.070684,9
1617311980.207864,8
1617311980.321357,8
1617311980.447559,8
1617311980.556757,8
1617311980.666976,8
1617311980.828015,10
1617311980.936517,9
1617311981.045710,9
1617311981.153252,10
1617311981.308134,8
1617311981.417415,10
1617311981.530073,10
1617311981.701764,10
1617311981.810599,10
1617311981.917981,10
1617311982.025889,11
1617311982.135175,10
1617311982.244051,11
1617311982.377051,11
1617311982.484808,12
1617311982.592646,12
1617311982.702786,12
1617311982.846728,10
1617311982.954729,20
1617311983.088598,16
1617311983.196657,13
1617311983.314375,13
1617311983.429299,11
1617311983.538469,12
1617311983.660516,12
1617311983.810599,12
1617311983.919797,13
1617311984.034914,14
1617311984.175467,13
1617311984.293029,13
1617311984.401112,13
1617311984.510940,13
1617311984.619731,14
1617311984.726719,14
1617311984.833658,15
1617311984.968730,14
1617311985.083730,14
1617311985.216168,14
1617311985.325756,14
1617311985.432571,14
1617311985.555779,15
1617311985.663289,14
1617311985.799459,15
1617311985.907260,16
